ID_Venta,Fecha,País,Ciudad,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
28,2432024,Perú,Lima,Pedro Martínez,Teclado,Accesorios,2,681.3,1362.6,Terrestre,En tránsito
29,25102024,Bolivia,La Paz,Pedro Martínez,Teclado,Accesorios,3,739.52,2218.56,Aéreo,Cancelado
30,2632025,Venezuela,Caracas,Ana Pérez,Silla ergonómica,Muebles,4,217.11,868.44,Aéreo,En tránsito
31,23102024,Chile,Santiago,Carlos López,Monitor,Electrónica,1,160.24,160.24,Aéreo,Pendiente
32,1942024,Argentina,Córdoba,Pedro Pérez,Teclado,Accesorios,4,422.09,1688.36,Terrestre,Pendiente
33,2102024,Brasil,Rio de Janeiro,Carlos García,Cámara,Electrónica,3,772.19,2316.57,Terrestre,Cancelado
34,2832024,Perú,Arequipa,Ana García,Monitor,Electrónica,4,149.21,596.84,Terrestre,Entregado
35,23122024,Venezuela,Valencia,Laura García,Escritorio,Muebles,1,656.4,656.4,Terrestre,Entregado
36,712025,Uruguay,Salto,Pedro Pérez,Impresora,Oficina,3,676.24,2028.72,Marítimo,Pendiente
37,2232024,Brasil,São Paulo,Carlos Martínez,Impresora,Oficina,2,256.89,513.78,Terrestre,Pendiente
38,3012025,Uruguay,Paysandú,Luis García,Celular,Electrónica,3,424.17,1272.51,Terrestre,Cancelado
39,732024,Ecuador,Quito,Carlos Pérez,Tablet,Electrónica,3,59.03,177.09,Marítimo,En tránsito
40,7112024,Argentina,Rosario,Pedro García,Silla ergonómica,Muebles,3,143.33,429.99,Aéreo,En tránsito
41,2312025,Perú,Lima,Carlos López,Escritorio,Muebles,5,297.66,1488.3,Aéreo,Entregado
42,1192024,Perú,Cusco,Carlos Pérez,Impresora,Oficina,3,95.65,286.95,Terrestre,Pendiente
43,2632025,Venezuela,Caracas,María Sánchez,Cámara,Electrónica,2,113.75,227.5,Marítimo,Cancelado
44,3112024,Colombia,Bogotá,Carlos Pérez,Monitor,Electrónica,4,151.54,606.16,Terrestre,Pendiente
45,3082024,Perú,Arequipa,Lucía Martínez,Auriculares,Accesorios,3,566.17,1698.51,Aéreo,Entregado
46,18102024,Chile,Santiago,Luis López,Celular,Electrónica,5,552.5,2762.5,Marítimo,Entregado
47,322024,Perú,Lima,Lucía Pérez,Impresora,Oficina,3,777.31,2331.93,Aéreo,Entregado
48,632025,Perú,Cusco,Laura García,Auriculares,Accesorios,4,440.67,1762.68,Marítimo,Cancelado
49,2232024,Bolivia,La Paz,Ana Rodríguez,Auriculares,Accesorios,2,323.83,647.66,Marítimo,Pendiente
50,2712024,Venezuela,Valencia,Laura Sánchez,Teclado,Accesorios,1,1014.77,1014.77,Marítimo,Cancelado
51,1812025,Argentina,Córdoba,Pedro López,Impresora,Oficina,3,262.13,786.39,Aéreo,Entregado
52,2112024,Brasil,Rio de Janeiro,Lucía López,Teclado,Accesorios,5,1144.18,5720.9,Terrestre,Pendiente
53,2192024,Uruguay,Montevideo,Pedro García,Laptop,Electrónica,2,757.7,1515.4,Terrestre,Cancelado
54,832025,Ecuador,Guayaquil,Juan Rodríguez,Auriculares,Accesorios,1,451,451,Aéreo,En tránsito
55,2422025,Bolivia,La Paz,Ana Martínez,Silla ergonómica,Muebles,5,896.93,4484.65,Aéreo,Entregado
56,1222024,Venezuela,Maracaibo,María Martínez,Monitor,Electrónica,1,171.66,171.66,Aéreo,Entregado
57,1352024,Perú,Cusco,Lucía López,Cámara,Electrónica,2,632.83,1265.66,Aéreo,Pendiente
58,3052024,Argentina,Rosario,Juan Pérez,Auriculares,Accesorios,4,790.31,3161.24,Aéreo,Cancelado
59,472024,Ecuador,Quito,María García,Teclado,Accesorios,1,967.9,967.9,Aéreo,En tránsito
60,1862024,Uruguay,Montevideo,Pedro López,Auriculares,Accesorios,4,1166.91,4667.64,Aéreo,Cancelado
61,3122024,Argentina,Córdoba,Laura Sánchez,Monitor,Electrónica,1,1184.65,1184.65,Aéreo,Cancelado
62,1612024,Ecuador,Guayaquil,Laura Martínez,Tablet,Electrónica,5,778.04,3890.2,Marítimo,Pendiente
63,5112024,Bolivia,La Paz,Luis López,Tablet,Electrónica,4,1090.29,4361.16,Aéreo,En tránsito
64,792024,Venezuela,Maracaibo,María Martínez,Laptop,Electrónica,1,1010.59,1010.59,Terrestre,Pendiente
65,30112024,Perú,Cusco,Juan Martínez,Silla ergonómica,Muebles,4,212.09,848.36,Terrestre,Cancelado
66,1332024,Brasil,Rio de Janeiro,Juan Martínez,Monitor,Electrónica,5,309.02,1545.1,Terrestre,En tránsito
67,2272024,Colombia,Cali,María García,Celular,Electrónica,3,1086.91,3260.73,Aéreo,En tránsito
68,1452024,Colombia,Medellín,Carlos Sánchez,Silla ergonómica,Muebles,4,1014.16,4056.64,Aéreo,En tránsito
69,2822025,Ecuador,Quito,Pedro García,Laptop,Electrónica,2,332.3,664.6,Aéreo,Entregado
70,1912025,Argentina,Rosario,Laura Sánchez,Silla ergonómica,Muebles,5,813.84,4069.2,Aéreo,En tránsito
71,2122025,Bolivia,Santa Cruz,Ana López,Cámara,Electrónica,1,565.99,565.99,Aéreo,Entregado
72,1392024,Bolivia,Santa Cruz,María Pérez,Escritorio,Muebles,1,702.52,702.52,Aéreo,En tránsito
73,1832024,Argentina,Rosario,Ana Sánchez,Impresora,Oficina,5,34.31,171.55,Aéreo,Cancelado
74,1522024,Uruguay,Montevideo,Juan Pérez,Impresora,Oficina,1,411.43,411.43,Terrestre,Entregado
75,2672024,Perú,Cusco,Juan Rodríguez,Teclado,Accesorios,3,301.86,905.58,Aéreo,Entregado
76,1522024,Bolivia,Cochabamba,María García,Laptop,Electrónica,1,767.33,767.33,Aéreo,Pendiente
77,1312025,Venezuela,Caracas,Laura Martínez,Teclado,Accesorios,1,35.47,35.47,Aéreo,Pendiente
78,1862024,Brasil,São Paulo,Juan Martínez,Escritorio,Muebles,5,484.26,2421.3,Aéreo,En tránsito
79,472024,Perú,Cusco,Laura Rodríguez,Impresora,Oficina,1,517.02,517.02,Aéreo,Pendiente
80,30102024,Venezuela,Caracas,Ana Pérez,Auriculares,Accesorios,2,553.42,1106.84,Marítimo,Entregado
81,19102024,Uruguay,Montevideo,Pedro Sánchez,Laptop,Electrónica,2,967.58,1935.16,Aéreo,Pendiente
82,282024,Venezuela,Maracaibo,Luis Rodríguez,Celular,Electrónica,2,416.39,832.78,Aéreo,Entregado
83,1962024,Uruguay,Montevideo,Ana Pérez,Teclado,Accesorios,1,564.89,564.89,Marítimo,Entregado
84,732025,Colombia,Medellín,Luis Martínez,Cámara,Electrónica,3,1144.82,3434.46,Marítimo,En tránsito
85,1102024,Ecuador,Quito,Pedro Rodríguez,Tablet,Electrónica,1,578.07,578.07,Marítimo,Pendiente
86,1992024,Chile,Santiago,Juan López,Celular,Electrónica,1,123.74,123.74,Aéreo,Pendiente
87,132025,Venezuela,Maracaibo,María Martínez,Monitor,Electrónica,4,584.53,2338.12,Marítimo,En tránsito
88,11112024,Uruguay,Paysandú,Juan García,Celular,Electrónica,2,125.45,250.9,Marítimo,En tránsito
89,2792024,Colombia,Cali,Ana Martínez,Impresora,Oficina,5,1162.73,5813.65,Marítimo,Entregado
90,1952024,Perú,Lima,María Rodríguez,Auriculares,Accesorios,4,682.56,2730.24,Terrestre,En tránsito
91,312025,Paraguay,Ciudad del Este,Laura Rodríguez,Tablet,Electrónica,3,564.61,1693.83,Aéreo,En tránsito
92,1752024,Uruguay,Salto,María García,Teclado,Accesorios,4,944.07,3776.28,Aéreo,Cancelado
93,1642024,Venezuela,Valencia,María Pérez,Cámara,Electrónica,4,287.86,1151.44,Marítimo,Pendiente
94,2532024,Paraguay,Ciudad del Este,Luis López,Teclado,Accesorios,4,381.26,1525.04,Aéreo,En tránsito
95,422025,Uruguay,Paysandú,Juan García,Escritorio,Muebles,1,543.99,543.99,Terrestre,En tránsito
96,1212025,Chile,Santiago,Luis Martínez,Silla ergonómica,Muebles,1,723.41,723.41,Aéreo,Entregado
97,2192024,Colombia,Medellín,Laura Rodríguez,Celular,Electrónica,1,483.83,483.83,Terrestre,Pendiente
98,762024,Paraguay,Ciudad del Este,Lucía Pérez,Tablet,Electrónica,4,370.69,1482.76,Marítimo,En tránsito
99,192024,Venezuela,Caracas,Ana Sánchez,Cámara,Electrónica,4,483.29,1933.16,Aéreo,Entregado
100,2732024,Bolivia,Santa Cruz,Juan López,Laptop,Electrónica,3,339.56,1018.68,Marítimo,Cancelado
101,1532024,Uruguay,Montevideo,Luis López,Celular,Electrónica,2,378.87,757.74,Terrestre,Entregado
102,252024,Argentina,Córdoba,Ana García,Laptop,Electrónica,5,977.65,4888.25,Aéreo,Pendiente
103,942024,Brasil,Rio de Janeiro,Luis Sánchez,Laptop,Electrónica,4,1072.49,4289.96,Terrestre,Entregado
104,552024,Ecuador,Cuenca,Pedro Sánchez,Monitor,Electrónica,1,295.49,295.49,Aéreo,Cancelado
105,17122024,Perú,Lima,Pedro López,Silla ergonómica,Muebles,3,733.92,2201.76,Terrestre,En tránsito
106,532024,Colombia,Bogotá,Lucía Martínez,Impresora,Oficina,5,559.94,2799.7,Terrestre,Cancelado
107,1532024,Colombia,Cali,María Pérez,Escritorio,Muebles,1,89.41,89.41,Aéreo,Entregado
108,282024,Chile,Concepción,Ana López,Silla ergonómica,Muebles,2,726.03,1452.06,Terrestre,En tránsito
109,2372024,Colombia,Cali,Ana Martínez,Silla ergonómica,Muebles,1,101.38,101.38,Terrestre,Entregado
110,2682024,Brasil,Brasília,Laura García,Laptop,Electrónica,2,352.48,704.96,Terrestre,Pendiente
111,2072024,Venezuela,Caracas,Carlos Rodríguez,Escritorio,Muebles,5,387.84,1939.2,Terrestre,Entregado
112,2052024,Argentina,Buenos Aires,Juan Rodríguez,Cámara,Electrónica,2,94.41,188.82,Marítimo,Entregado
113,1292024,Ecuador,Cuenca,Lucía López,Impresora,Oficina,5,588.31,2941.55,Terrestre,En tránsito
114,822025,Paraguay,Encarnación,María Martínez,Silla ergonómica,Muebles,5,710.17,3550.85,Aéreo,Cancelado
115,12122024,Bolivia,La Paz,Lucía Sánchez,Celular,Electrónica,4,28.49,113.96,Terrestre,Pendiente
116,1572024,Chile,Santiago,Lucía López,Escritorio,Muebles,3,706.41,2119.23,Aéreo,En tránsito
117,912024,Paraguay,Ciudad del Este,Lucía Martínez,Monitor,Electrónica,3,709.86,2129.58,Terrestre,Cancelado
118,1192024,Chile,Santiago,Juan Martínez,Cámara,Electrónica,2,50.58,101.16,Marítimo,Pendiente
119,2952024,Brasil,Brasília,Laura Sánchez,Cámara,Electrónica,2,139.82,279.64,Aéreo,Cancelado
120,2342024,Brasil,Rio de Janeiro,Carlos Sánchez,Escritorio,Muebles,2,73.44,146.88,Aéreo,Cancelado
121,2512024,Brasil,São Paulo,Pedro Sánchez,Monitor,Electrónica,3,891.94,2675.82,Terrestre,Cancelado
122,31122024,Perú,Cusco,Lucía Martínez,Impresora,Oficina,2,938.67,1877.34,Terrestre,Entregado
123,3082024,Perú,Lima,Luis López,Cámara,Electrónica,3,888.7,2666.1,Marítimo,Cancelado
124,1332024,Paraguay,Encarnación,Carlos Sánchez,Auriculares,Accesorios,3,39.03,117.09,Aéreo,Pendiente
125,1712025,Bolivia,Santa Cruz,Luis García,Tablet,Electrónica,2,778.74,1557.48,Aéreo,Pendiente
126,1982024,Bolivia,Santa Cruz,Lucía García,Silla ergonómica,Muebles,2,928.82,1857.64,Terrestre,Entregado
127,3112024,Chile,Santiago,Laura Rodríguez,Celular,Electrónica,2,658.84,1317.68,Aéreo,Cancelado
128,1582024,Argentina,Córdoba,Laura Sánchez,Teclado,Accesorios,3,979.93,2939.79,Terrestre,Pendiente
129,2562024,Chile,Santiago,Lucía Martínez,Cámara,Electrónica,4,405.15,1620.6,Aéreo,Pendiente
130,2862024,Chile,Santiago,Lucía Sánchez,Celular,Electrónica,5,1129.52,5647.6,Marítimo,Pendiente
131,29122024,Venezuela,Maracaibo,María Sánchez,Monitor,Electrónica,3,601.07,1803.21,Terrestre,Pendiente
132,1242024,Colombia,Medellín,Lucía García,Cámara,Electrónica,4,265.11,1060.44,Terrestre,En tránsito
133,12102024,Bolivia,La Paz,Juan Martínez,Escritorio,Muebles,1,1119.96,1119.96,Marítimo,Pendiente
134,2512024,Chile,Santiago,María Rodríguez,Celular,Electrónica,3,381.12,1143.36,Marítimo,Entregado
135,612025,Bolivia,La Paz,Lucía García,Teclado,Accesorios,1,1104.43,1104.43,Terrestre,Pendiente
136,2882024,Brasil,Brasília,María Martínez,Auriculares,Accesorios,5,688.11,3440.55,Terrestre,Cancelado
137,1472024,Ecuador,Guayaquil,Laura Sánchez,Tablet,Electrónica,5,392.24,1961.2,Aéreo,En tránsito
138,1432025,Chile,Santiago,Carlos Rodríguez,Cámara,Electrónica,4,320.92,1283.68,Aéreo,Cancelado
139,852024,Colombia,Bogotá,Juan Sánchez,Impresora,Oficina,5,37.79,188.95,Aéreo,En tránsito
140,1212025,Argentina,Buenos Aires,María Sánchez,Teclado,Accesorios,2,95.37,190.74,Terrestre,Cancelado
141,2672024,Uruguay,Paysandú,Carlos Rodríguez,Teclado,Accesorios,4,1152.64,4610.56,Terrestre,Entregado
142,342024,Colombia,Medellín,Carlos Pérez,Impresora,Oficina,1,115.6,115.6,Marítimo,Cancelado
143,10102024,Ecuador,Guayaquil,María López,Silla ergonómica,Muebles,1,889.27,889.27,Aéreo,En tránsito
144,1062024,Ecuador,Guayaquil,Pedro Sánchez,Cámara,Electrónica,5,180.04,900.2,Marítimo,En tránsito
145,322024,Argentina,Rosario,Carlos López,Impresora,Oficina,2,332.02,664.04,Marítimo,Cancelado
146,1532024,Bolivia,Santa Cruz,Carlos Rodríguez,Cámara,Electrónica,3,472.1,1416.3,Marítimo,En tránsito
147,2582024,Perú,Arequipa,Lucía López,Cámara,Electrónica,3,215.43,646.29,Marítimo,En tránsito
148,222024,Perú,Cusco,Carlos Martínez,Tablet,Electrónica,5,1007.05,5035.25,Aéreo,Pendiente
149,18102024,Paraguay,Ciudad del Este,María García,Celular,Electrónica,4,176.98,707.92,Aéreo,En tránsito
150,762024,Uruguay,Paysandú,Carlos Martínez,Auriculares,Accesorios,3,572.37,1717.11,Aéreo,Cancelado
151,2352024,Argentina,Rosario,María Rodríguez,Silla ergonómica,Muebles,2,61.34,122.68,Terrestre,En tránsito
152,1272024,Chile,Santiago,Laura Rodríguez,Tablet,Electrónica,1,1041.61,1041.61,Aéreo,Entregado
153,25122024,Paraguay,Ciudad del Este,Carlos Sánchez,Escritorio,Muebles,3,1067.18,3201.54,Terrestre,Entregado
154,17102024,Uruguay,Montevideo,Pedro Sánchez,Escritorio,Muebles,2,1192.34,2384.68,Terrestre,Cancelado
155,482024,Perú,Lima,Carlos Sánchez,Silla ergonómica,Muebles,5,381.27,1906.35,Terrestre,Pendiente
156,1772024,Ecuador,Quito,Carlos García,Impresora,Oficina,1,1024.78,1024.78,Aéreo,Pendiente
157,3172024,Argentina,Buenos Aires,Luis Rodríguez,Silla ergonómica,Muebles,5,1103.84,5519.2,Marítimo,Cancelado
158,742024,Perú,Lima,María Martínez,Auriculares,Accesorios,2,294.16,588.32,Aéreo,En tránsito
159,1682024,Argentina,Córdoba,Luis Martínez,Impresora,Oficina,1,1009.29,1009.29,Terrestre,Cancelado
160,3122024,Venezuela,Valencia,Carlos López,Escritorio,Muebles,4,442.92,1771.68,Aéreo,En tránsito
161,2222024,Chile,Valparaíso,Ana Rodríguez,Laptop,Electrónica,3,921.34,2764.02,Terrestre,Pendiente
162,1992024,Perú,Lima,Pedro Rodríguez,Tablet,Electrónica,4,836.32,3345.28,Terrestre,Entregado
163,2722025,Argentina,Córdoba,Pedro López,Impresora,Oficina,2,203.59,407.18,Aéreo,Pendiente
164,912025,Argentina,Rosario,Lucía Pérez,Silla ergonómica,Muebles,2,268.77,537.54,Terrestre,Pendiente
165,2762024,Chile,Santiago,Pedro García,Escritorio,Muebles,1,431.19,431.19,Terrestre,Pendiente
166,2232025,Paraguay,Encarnación,Ana Sánchez,Celular,Electrónica,4,1166.11,4664.44,Aéreo,Pendiente
167,2482024,Brasil,Rio de Janeiro,María Rodríguez,Silla ergonómica,Muebles,3,118.76,356.28,Terrestre,Entregado
168,12122024,Brasil,Rio de Janeiro,Lucía Sánchez,Auriculares,Accesorios,5,94.4,472,Terrestre,En tránsito
169,1592024,Argentina,Córdoba,María Rodríguez,Celular,Electrónica,3,697.11,2091.33,Marítimo,Entregado
170,2572024,Perú,Lima,Lucía López,Escritorio,Muebles,3,781.91,2345.73,Marítimo,Pendiente
171,912025,Argentina,Rosario,María López,Laptop,Electrónica,4,1171.62,4686.48,Marítimo,En tránsito
172,1472024,Chile,Concepción,Carlos García,Monitor,Electrónica,5,1161.61,5808.05,Terrestre,Pendiente
173,212024,Colombia,Medellín,Ana Rodríguez,Escritorio,Muebles,2,126.08,252.16,Aéreo,En tránsito
174,172024,Bolivia,La Paz,Pedro García,Impresora,Oficina,3,1087.96,3263.88,Terrestre,Entregado
175,15102024,Paraguay,Ciudad del Este,Lucía Pérez,Laptop,Electrónica,3,549.88,1649.64,Marítimo,Entregado
176,3032024,Uruguay,Montevideo,María Sánchez,Laptop,Electrónica,5,239.76,1198.8,Aéreo,Pendiente
177,26102024,Brasil,São Paulo,María López,Teclado,Accesorios,2,1082.24,2164.48,Terrestre,Cancelado
178,1632025,Chile,Valparaíso,Luis Pérez,Auriculares,Accesorios,1,456.76,456.76,Marítimo,Entregado
179,29102024,Ecuador,Quito,Juan Sánchez,Silla ergonómica,Muebles,5,371.33,1856.65,Aéreo,Pendiente
180,2992024,Uruguay,Paysandú,Pedro García,Teclado,Accesorios,1,573.82,573.82,Aéreo,En tránsito
181,932024,Chile,Santiago,Juan Sánchez,Impresora,Oficina,4,145.83,583.32,Aéreo,Cancelado
182,1042024,Colombia,Cali,Pedro López,Celular,Electrónica,3,500.44,1501.32,Aéreo,Cancelado
183,1662024,Colombia,Bogotá,Luis Sánchez,Escritorio,Muebles,1,398.14,398.14,Marítimo,Pendiente
184,2052024,Colombia,Medellín,Pedro García,Auriculares,Accesorios,5,621.68,3108.4,Aéreo,Pendiente
185,10102024,Ecuador,Guayaquil,Carlos Sánchez,Escritorio,Muebles,1,817.39,817.39,Terrestre,En tránsito
186,24112024,Colombia,Medellín,Luis López,Teclado,Accesorios,3,521.24,1563.72,Marítimo,Entregado
187,2322025,Colombia,Cali,Carlos López,Celular,Electrónica,3,1013.46,3040.38,Terrestre,Pendiente
188,22112024,Chile,Valparaíso,Pedro Sánchez,Tablet,Electrónica,2,237.5,475,Terrestre,Pendiente
189,2612024,Paraguay,Ciudad del Este,María Martínez,Teclado,Accesorios,2,1196.91,2393.82,Marítimo,Pendiente
190,922025,Bolivia,Santa Cruz,Ana García,Escritorio,Muebles,4,549.12,2196.48,Marítimo,Cancelado
191,1112025,Colombia,Cali,Carlos Rodríguez,Monitor,Electrónica,1,957.51,957.51,Terrestre,En tránsito
192,2112025,Paraguay,Asunción,María Rodríguez,Silla ergonómica,Muebles,5,482.19,2410.95,Terrestre,Entregado
193,3112024,Paraguay,Ciudad del Este,Laura López,Cámara,Electrónica,5,572.38,2861.9,Terrestre,Pendiente
194,13102024,Uruguay,Paysandú,Pedro García,Laptop,Electrónica,3,1027.77,3083.31,Marítimo,Pendiente
195,17112024,Perú,Cusco,Laura López,Escritorio,Muebles,4,219.24,876.96,Marítimo,En tránsito
196,2222025,Ecuador,Cuenca,Laura López,Teclado,Accesorios,1,163.2,163.2,Terrestre,En tránsito
197,732025,Argentina,Rosario,Lucía Martínez,Teclado,Accesorios,4,216.13,864.52,Terrestre,Cancelado
198,2032024,Brasil,Brasília,Carlos Pérez,Teclado,Accesorios,2,895.65,1791.3,Marítimo,Pendiente
199,24122024,Venezuela,Maracaibo,Lucía López,Celular,Electrónica,4,801.08,3204.32,Terrestre,Entregado
200,512025,Colombia,Medellín,Carlos Rodríguez,Impresora,Oficina,5,1008.94,5044.7,Marítimo,Entregado
201,2112025,Ecuador,Cuenca,Juan García,Cámara,Electrónica,2,807.09,1614.18,Terrestre,En tránsito
202,1662024,Ecuador,Guayaquil,Juan Sánchez,Monitor,Electrónica,4,1094.91,4379.64,Marítimo,Pendiente
203,1642024,Brasil,Brasília,Lucía García,Teclado,Accesorios,1,167.07,167.07,Aéreo,Cancelado
204,27122024,Chile,Concepción,María Rodríguez,Tablet,Electrónica,2,217.8,435.6,Aéreo,Pendiente
205,1692024,Paraguay,Asunción,Ana García,Celular,Electrónica,3,985.79,2957.37,Aéreo,En tránsito
206,2922024,Ecuador,Guayaquil,Juan Sánchez,Cámara,Electrónica,3,1096.95,3290.85,Terrestre,Pendiente
207,20112024,Chile,Santiago,Luis López,Laptop,Electrónica,1,602.03,602.03,Marítimo,Cancelado
208,2022025,Argentina,Rosario,Juan Pérez,Auriculares,Accesorios,1,140.49,140.49,Terrestre,Entregado
209,1532025,Ecuador,Quito,Luis Rodríguez,Teclado,Accesorios,4,119.85,479.4,Terrestre,En tránsito
210,132025,Ecuador,Quito,Juan Sánchez,Silla ergonómica,Muebles,1,542.99,542.99,Aéreo,Cancelado
211,10122024,Uruguay,Montevideo,Carlos Martínez,Cámara,Electrónica,2,273.46,546.92,Terrestre,Cancelado
212,2862024,Paraguay,Ciudad del Este,Luis Pérez,Auriculares,Accesorios,4,585.02,2340.08,Aéreo,Cancelado
213,1532025,Bolivia,La Paz,Pedro López,Laptop,Electrónica,2,1179.69,2359.38,Marítimo,Cancelado
214,192024,Brasil,Brasília,Juan Pérez,Monitor,Electrónica,4,125.78,503.12,Aéreo,Cancelado
215,1852024,Ecuador,Guayaquil,Luis Sánchez,Cámara,Electrónica,5,668.07,3340.35,Aéreo,Entregado
216,7122024,Ecuador,Cuenca,Ana García,Monitor,Electrónica,2,1041.23,2082.46,Terrestre,Cancelado
217,1492024,Paraguay,Encarnación,Laura Sánchez,Silla ergonómica,Muebles,2,315.53,631.06,Aéreo,Pendiente
218,2632024,Paraguay,Ciudad del Este,Ana Martínez,Tablet,Electrónica,1,630.06,630.06,Terrestre,Pendiente
219,2612024,Argentina,Córdoba,María Martínez,Monitor,Electrónica,2,413.47,826.94,Marítimo,Cancelado
220,222024,Bolivia,Cochabamba,Luis Martínez,Impresora,Oficina,5,57.61,288.05,Aéreo,Entregado
221,1442024,Perú,Cusco,Pedro Rodríguez,Auriculares,Accesorios,4,1100.29,4401.16,Aéreo,Pendiente
222,12122024,Perú,Arequipa,Carlos Rodríguez,Cámara,Electrónica,1,621.37,621.37,Terrestre,Cancelado
223,2322024,Chile,Valparaíso,Juan Rodríguez,Impresora,Oficina,2,543.02,1086.04,Terrestre,Pendiente
224,352024,Argentina,Córdoba,Lucía Sánchez,Escritorio,Muebles,2,641.11,1282.22,Aéreo,Entregado
225,3082024,Colombia,Medellín,Luis Martínez,Celular,Electrónica,3,445.72,1337.16,Marítimo,Cancelado
226,172024,Uruguay,Montevideo,Laura Rodríguez,Cámara,Electrónica,3,370.34,1111.02,Terrestre,Entregado
227,25102024,Ecuador,Quito,Luis Sánchez,Celular,Electrónica,3,834.88,2504.64,Marítimo,En tránsito
228,722024,Uruguay,Montevideo,Luis Sánchez,Celular,Electrónica,4,421.53,1686.12,Aéreo,Entregado
229,672024,Brasil,Rio de Janeiro,Lucía Rodríguez,Monitor,Electrónica,2,478.4,956.8,Terrestre,Entregado
230,312025,Bolivia,Santa Cruz,María López,Escritorio,Muebles,3,897.37,2692.11,Aéreo,En tránsito
231,872024,Venezuela,Valencia,Ana Pérez,Impresora,Oficina,1,211.48,211.48,Aéreo,Cancelado
232,452024,Paraguay,Encarnación,Carlos Martínez,Laptop,Electrónica,2,656.47,1312.94,Aéreo,Entregado
233,1712025,Bolivia,La Paz,Laura Martínez,Monitor,Electrónica,5,918.89,4594.45,Marítimo,Entregado
234,14102024,Venezuela,Caracas,Luis García,Celular,Electrónica,5,373.77,1868.85,Terrestre,Pendiente
235,1962024,Ecuador,Guayaquil,Lucía Sánchez,Escritorio,Muebles,5,829.45,4147.25,Aéreo,Pendiente
236,172024,Colombia,Medellín,María Martínez,Monitor,Electrónica,5,417.84,2089.2,Terrestre,Cancelado
237,632024,Uruguay,Salto,Pedro Pérez,Silla ergonómica,Muebles,5,872.22,4361.1,Aéreo,En tránsito
